% Moku:Go Oscilloscope
% Channel A (Input 1), DC coupling, 1 x probe attenuation
% Channel B (Input 2), DC coupling, 1 x probe attenuation
% Time span 195.7 ms, time offset 0.000 s, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Ramp, 50.000 000 Hz, 3.200 0 Vpp, offset 1.600 0 V, phase 0.000 000 deg, symmetry 50.00 %
% Output 2 - Sine, 100.000 000 000 kHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2022-10-07 T 13:32:32 +0200
% Diode
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-9.784272800000e-02, 2.979971e-01, 9.489497e-01
-9.765085600000e-02, 2.906693e-01, 9.391793e-01
-9.745898400000e-02, 2.784563e-01, 9.269663e-01
-9.726711200000e-02, 2.699072e-01, 9.147533e-01
-9.707524000000e-02, 2.613581e-01, 9.025403e-01
-9.688336800000e-02, 2.503664e-01, 8.927699e-01
-9.669149600000e-02, 2.418173e-01, 8.805570e-01
-9.649962400000e-02, 2.320469e-01, 8.683440e-01
-9.630775200000e-02, 2.234978e-01, 8.585736e-01
-9.611588000000e-02, 2.125061e-01, 8.451393e-01
-9.592400800000e-02, 2.039570e-01, 8.353689e-01
-9.573213600000e-02, 1.941866e-01, 8.231559e-01
-9.554026400000e-02, 1.819736e-01, 8.085003e-01
-9.534839200000e-02, 1.746458e-01, 7.987299e-01
-9.515652000000e-02, 1.636541e-01, 7.865169e-01
-9.496464800000e-02, 1.563263e-01, 7.730826e-01
-9.477277600000e-02, 1.465559e-01, 7.608696e-01
-9.458090400000e-02, 1.392281e-01, 7.474353e-01
-9.438903200000e-02, 1.306790e-01, 7.352223e-01
-9.419716000000e-02, 1.196874e-01, 7.230093e-01
-9.400528800000e-02, 1.111383e-01, 7.095750e-01
-9.381341600000e-02, 1.025892e-01, 6.949194e-01
-9.362154400000e-02, 9.404006e-02, 6.827064e-01
-9.342967200000e-02, 8.182707e-02, 6.680508e-01
-9.323780000000e-02, 7.327797e-02, 6.546165e-01
-9.304592800000e-02, 6.350758e-02, 6.399609e-01
-9.285405600000e-02, 5.617978e-02, 6.228628e-01
-9.266218400000e-02, 4.763068e-02, 6.057646e-01
-9.247031200000e-02, 3.908158e-02, 5.911090e-01
-9.227844000000e-02, 3.297509e-02, 5.727895e-01
-9.208656800000e-02, 2.564729e-02, 5.532487e-01
-9.189469600000e-02, 1.709819e-02, 5.288227e-01
-9.170282400000e-02, 1.221300e-02, 5.019541e-01
-9.151095200000e-02, 6.106498e-03, 4.689790e-01
-9.131908000000e-02, 2.442599e-03, 4.262335e-01
-9.112720800000e-02, 0.000000e+00, 3.724964e-01
-9.093533600000e-02, 0.000000e+00, 3.150953e-01
-9.074346400000e-02, 0.000000e+00, 2.552516e-01
-9.055159200000e-02, -1.221300e-03, 1.954079e-01
-9.035972000000e-02, 0.000000e+00, 1.331216e-01
-9.016784800000e-02, 0.000000e+00, 7.205667e-02
-8.997597600000e-02, 0.000000e+00, 2.198339e-02
-8.978410400000e-02, 0.000000e+00, 5.862238e-02
-8.959223200000e-02, 0.000000e+00, 1.221300e-01
-8.940036000000e-02, -1.221300e-03, 1.795310e-01
-8.920848800000e-02, -1.221300e-03, 2.418173e-01
-8.901661600000e-02, 0.000000e+00, 3.028823e-01
-8.882474400000e-02, -1.221300e-03, 3.590621e-01
-8.863287200000e-02, 0.000000e+00, 4.164631e-01
-8.844100000000e-02, 2.442599e-03, 4.592086e-01
-8.824912800000e-02, 8.549097e-03, 4.934050e-01
-8.805725600000e-02, 1.587689e-02, 5.227162e-01
-8.786538400000e-02, 2.198339e-02, 5.471422e-01
-8.767351200000e-02, 2.808989e-02, 5.666830e-01
-8.748164000000e-02, 3.786029e-02, 5.850025e-01
-8.728976800000e-02, 4.640938e-02, 6.045433e-01
-8.709789600000e-02, 5.251588e-02, 6.204202e-01
-8.690602400000e-02, 6.106498e-02, 6.375183e-01
-8.671415200000e-02, 7.327797e-02, 6.509526e-01
-8.652228000000e-02, 8.182707e-02, 6.656082e-01
-8.633040800000e-02, 9.159746e-02, 6.802638e-01
-8.613853600000e-02, 1.001466e-01, 6.924768e-01
-8.594666400000e-02, 1.111383e-01, 7.046898e-01
-8.575479200000e-02, 1.196874e-01, 7.181241e-01
-8.556292000000e-02, 1.270152e-01, 7.315584e-01
-8.537104800000e-02, 1.343429e-01, 7.449927e-01
-8.517917600000e-02, 1.453346e-01, 7.572057e-01
-8.498730400000e-02, 1.551050e-01, 7.706400e-01
-8.479543200000e-02, 1.660967e-01, 7.816317e-01
-8.460356000000e-02, 1.746458e-01, 7.938447e-01
-8.441168800000e-02, 1.819736e-01, 8.060577e-01
-8.421981600000e-02, 1.929653e-01, 8.182707e-01
-8.402794400000e-02, 2.015144e-01, 8.304837e-01
-8.383607200000e-02, 2.112848e-01, 8.414754e-01
-8.364420000000e-02, 2.222765e-01, 8.549097e-01
-8.345232800000e-02, 2.296043e-01, 8.659014e-01
-8.326045600000e-02, 2.405960e-01, 8.781144e-01
-8.306858400000e-02, 2.515877e-01, 8.891061e-01
-8.287671200000e-02, 2.613581e-01, 9.013190e-01
-8.268484000000e-02, 2.711285e-01, 9.110894e-01
-8.249296800000e-02, 2.796776e-01, 9.245237e-01
-8.230109600000e-02, 2.882267e-01, 9.342941e-01
-8.210922400000e-02, 2.979971e-01, 9.452858e-01
-8.191735200000e-02, 3.077675e-01, 9.574988e-01
-8.172548000000e-02, 3.163166e-01, 9.684905e-01
-8.153360800000e-02, 3.273083e-01, 9.782609e-01
-8.134173600000e-02, 3.370787e-01, 9.892526e-01
-8.114986400000e-02, 3.444065e-01, 1.001466e+00
-8.095799200000e-02, 3.553982e-01, 1.013679e+00
-8.076612000000e-02, 3.651686e-01, 1.023449e+00
-8.057424800000e-02, 3.724964e-01, 1.035662e+00
-8.038237600000e-02, 3.822667e-01, 1.045432e+00
-8.019050400000e-02, 3.932584e-01, 1.056424e+00
-7.999863200000e-02, 4.018075e-01, 1.064973e+00
-7.980676000000e-02, 3.981436e-01, 1.061309e+00
-7.961488800000e-02, 3.895945e-01, 1.050318e+00
-7.942301600000e-02, 3.786029e-01, 1.039326e+00
-7.923114400000e-02, 3.688325e-01, 1.029555e+00
-7.903927200000e-02, 3.590621e-01, 1.017343e+00
-7.884740000000e-02, 3.492917e-01, 1.006351e+00
-7.865552800000e-02, 3.407426e-01, 9.953591e-01
-7.846365600000e-02, 3.297509e-01, 9.843674e-01
-7.827178400000e-02, 3.199805e-01, 9.721544e-01
-7.807991200000e-02, 3.114314e-01, 9.611627e-01
-7.788804000000e-02, 3.028823e-01, 9.501710e-01
-7.769616800000e-02, 2.918906e-01, 9.391793e-01
-7.750429600000e-02, 2.833415e-01, 9.269663e-01
-7.731242400000e-02, 2.747924e-01, 9.159746e-01
-7.712055200000e-02, 2.638007e-01, 9.062042e-01
-7.692868000000e-02, 2.540303e-01, 8.952125e-01
-7.673680800000e-02, 2.467025e-01, 8.817783e-01
-7.654493600000e-02, 2.344895e-01, 8.707866e-01
-7.635306400000e-02, 2.259404e-01, 8.585736e-01
-7.616119200000e-02, 2.173913e-01, 8.488032e-01
-7.596932000000e-02, 2.076209e-01, 8.378115e-01
-7.577744800000e-02, 1.978505e-01, 8.243772e-01
-7.558557600000e-02, 1.868588e-01, 8.133855e-01
-7.539370400000e-02, 1.783097e-01, 8.011725e-01
-7.520183200000e-02, 1.697606e-01, 7.889595e-01
-7.500996000000e-02, 1.599902e-01, 7.779678e-01
-7.481808800000e-02, 1.514411e-01, 7.645335e-01
-7.462621600000e-02, 1.416707e-01, 7.510992e-01
-7.443434400000e-02, 1.331216e-01, 7.376649e-01
-7.424247200000e-02, 1.233513e-01, 7.254519e-01
-7.405060000000e-02, 1.111383e-01, 7.144602e-01
-7.385872800000e-02, 1.050318e-01, 6.985833e-01
-7.366685600000e-02, 9.281876e-02, 6.863703e-01
-7.347498400000e-02, 8.549097e-02, 6.717147e-01
-7.328311200000e-02, 7.694187e-02, 6.570591e-01
-7.309124000000e-02, 6.717147e-02, 6.424035e-01
-7.289936800000e-02, 5.984368e-02, 6.277480e-01
-7.270749600000e-02, 4.885198e-02, 6.118711e-01
-7.251562400000e-02, 4.152418e-02, 5.935516e-01
-7.232375200000e-02, 3.541769e-02, 5.776747e-01
-7.213188000000e-02, 2.686859e-02, 5.569126e-01
-7.194000800000e-02, 1.709819e-02, 5.349292e-01
-7.174813600000e-02, 1.099170e-02, 5.092819e-01
-7.155626400000e-02, 6.106498e-03, 4.787494e-01
-7.136439200000e-02, 2.442599e-03, 4.360039e-01
-7.117252000000e-02, 0.000000e+00, 3.859306e-01
-7.098064800000e-02, 1.221300e-03, 3.285296e-01
-7.078877600000e-02, 0.000000e+00, 2.686859e-01
-7.059690400000e-02, 0.000000e+00, 2.063996e-01
-7.040503200000e-02, 0.000000e+00, 1.477772e-01
-7.021316000000e-02, -1.221300e-03, 8.671227e-02
-7.002128800000e-02, 0.000000e+00, 2.808989e-02
-6.982941600000e-02, 0.000000e+00, 4.518808e-02
-6.963754400000e-02, 0.000000e+00, 1.038105e-01
-6.944567200000e-02, 0.000000e+00, 1.673180e-01
-6.925380000000e-02, 1.221300e-03, 2.283830e-01
-6.906192800000e-02, 0.000000e+00, 2.894480e-01
-6.887005600000e-02, 0.000000e+00, 3.480704e-01
-6.867818400000e-02, 2.442599e-03, 4.054714e-01
-6.848631200000e-02, 2.442599e-03, 4.506595e-01
-6.829444000000e-02, 8.549097e-03, 4.885198e-01
-6.810256800000e-02, 1.343429e-02, 5.178310e-01
-6.791069600000e-02, 2.076209e-02, 5.434783e-01
-6.771882400000e-02, 2.931119e-02, 5.654617e-01
-6.752695200000e-02, 3.541769e-02, 5.850025e-01
-6.733508000000e-02, 4.640938e-02, 6.021007e-01
-6.714320800000e-02, 5.495848e-02, 6.191989e-01
-6.695133600000e-02, 6.350758e-02, 6.350758e-01
-6.675946400000e-02, 6.839277e-02, 6.485100e-01
-6.656759200000e-02, 7.938447e-02, 6.643869e-01
-6.637572000000e-02, 8.793357e-02, 6.778212e-01
-6.618384800000e-02, 9.648266e-02, 6.900342e-01
-6.599197600000e-02, 1.062531e-01, 7.034685e-01
-6.580010400000e-02, 1.160235e-01, 7.169028e-01
-6.560823200000e-02, 1.245726e-01, 7.291158e-01
-6.541636000000e-02, 1.343429e-01, 7.413288e-01
-6.522448800000e-02, 1.441133e-01, 7.547631e-01
-6.503261600000e-02, 1.538837e-01, 7.681974e-01
-6.484074400000e-02, 1.612115e-01, 7.791891e-01
-6.464887200000e-02, 1.709819e-01, 7.926234e-01
-6.445700000000e-02, 1.819736e-01, 8.072790e-01
-6.426512800000e-02, 1.905227e-01, 8.158281e-01
-6.407325600000e-02, 2.015144e-01, 8.280411e-01
-6.388138400000e-02, 2.100635e-01, 8.414754e-01
-6.368951200000e-02, 2.198339e-01, 8.524671e-01
-6.349764000000e-02, 2.296043e-01, 8.646801e-01
-6.330576800000e-02, 2.369321e-01, 8.756718e-01
-6.311389600000e-02, 2.491451e-01, 8.878848e-01
-6.292202400000e-02, 2.564729e-01, 8.976551e-01
-6.273015200000e-02, 2.686859e-01, 9.110894e-01
-6.253828000000e-02, 2.760137e-01, 9.220811e-01
-6.234640800000e-02, 2.857841e-01, 9.330728e-01
-6.215453600000e-02, 2.955545e-01, 9.440645e-01
-6.196266400000e-02, 3.053249e-01, 9.550562e-01
-6.177079200000e-02, 3.150953e-01, 9.672692e-01
-6.157892000000e-02, 3.248657e-01, 9.782609e-01
-6.138704800000e-02, 3.346361e-01, 9.892526e-01
-6.119517600000e-02, 3.419639e-01, 1.000244e+00
-6.100330400000e-02, 3.529556e-01, 1.011236e+00
-6.081143200000e-02, 3.615047e-01, 1.021006e+00
-6.061956000000e-02, 3.712751e-01, 1.031998e+00
-6.042768800000e-02, 3.810455e-01, 1.041768e+00
-6.023581600000e-02, 3.908158e-01, 1.053981e+00
-6.004394400000e-02, 3.993649e-01, 1.066194e+00
-5.985207200000e-02, 3.993649e-01, 1.063752e+00
-5.966020000000e-02, 3.883732e-01, 1.053981e+00
-5.946832800000e-02, 3.798242e-01, 1.041768e+00
-5.927645600000e-02, 3.712751e-01, 1.031998e+00
-5.908458400000e-02, 3.615047e-01, 1.021006e+00
-5.889271200000e-02, 3.517343e-01, 1.010015e+00
-5.870084000000e-02, 3.419639e-01, 9.990230e-01
-5.850896800000e-02, 3.321935e-01, 9.880313e-01
-5.831709600000e-02, 3.212018e-01, 9.782609e-01
-5.812522400000e-02, 3.126527e-01, 9.660479e-01
-5.793335200000e-02, 3.041036e-01, 9.562775e-01
-5.774148000000e-02, 2.943332e-01, 9.440645e-01
-5.754960800000e-02, 2.845628e-01, 9.318515e-01
-5.735773600000e-02, 2.760137e-01, 9.208598e-01
-5.716586400000e-02, 2.674646e-01, 9.086468e-01
-5.697399200000e-02, 2.552516e-01, 8.976551e-01
